id,name,size,aui
12071,Vitamin deficiency unspecified,894,A1118358
12072,Neuralgic amyotrophy,894,A0438952
12073,Fetal malnutrition without mention of light or small for gestational age,894,A0941431
12074,Separation anxiety disorder of childhood,894,A0583181
12075,Pyridoxine deficiency,894,A0579440
12076,Sicca syndrome [Sjogren],894,A1084308
12077,Voice disturbances,1000,A1118536
12078,Dysphonia,894,A0052136
12079,Fat embolism (traumatic),894,A0940448
12080,Tuberculosis complicating pregnancy childbirth and the puerperium,894,A1108573
12081,Neonatal cardiac dysrhythmia,894,A1010001
12082,Overlapping lesion of eye and adnexa,816,A1036360
12083,Agents primarily affecting the cardiovascular system,894,A0861264
12084,Disorders of optic nerve and visual pathways,1154,A0274782
12085,Pneumocystosis,1000,A0102627
12086,Unspecified brain damage due to birth injury,894,A1112266
12087,Overactivity,894,A0441785
12088,Exposure to radiation,894,A0244250
12089,Abnormal findings in specimens from digestive organs and abdominal cavity abnormal level of other drugs medicaments and biological substances,894,A0852102
12090,Arteriovenous fistula acquired,894,A0241894
12091,Injury of urinary and pelvic organs,1000,A1850444
12092,Renal agenesis bilateral,894,A1067890
12093,Lymphoepithelioid lymphoma,816,A0734238
12094,Calculus of bile duct with cholecystitis,894,A0889947
12095,Physical abuse,894,A1048021
12096,Operations of war,1000,A1023721
12097,War operations unspecified,894,A1119669
12098,Hypospadias penile,894,A0963181
12099,Cystic kidney disease,1000,A0283307
12100,Cystic kidney disease unspecified,894,A0682414
12101,Intrauterine synechiae,894,A0278229
12102,Termination of pregnancy fetus and newborn,894,A1101814
12103,Disorder of teeth and supporting structures unspecified,894,A0919482
12104,Hereditary lymphoedema,894,A0958951
12105,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],894,A1079711
12106,Ectodermal dysplasia (anhidrotic),894,A0925853
12107,Hydrocele unspecified,894,A0718446
12108,Follow-up examination after combined treatment for other conditions,894,A0945370
12109,Insertion of (intrauterine) contraceptive device,894,A0972368
12110,Migraine with aura [classical migraine],894,A1002153
12111,Follow-up care involving plastic surgery of other parts of trunk,894,A0945329
12112,Follow-up examination after unspecified treatment for other conditions,894,A0945408
12113,Follow-up examination after other treatment for other conditions,894,A0945378
12114,Follow-up examination after chemotherapy for other conditions,894,A0945363
12115,Abnormal findings on diagnostic imaging of skull and head not elsewhere classified,894,A0852245
12116,Abnormalities of heart beat,1000,A0852546
12117,Unspecified diabetes mellitus with ophthalmic complications,894,A1112372
12118,Burn of unspecified degree of trunk,816,A0883288
12119,Burn of unspecified degree of wrist and hand,816,A0883289
12120,Dementia in Parkinson's disease,894,A0685221
12121,Acute tubulo-interstitial nephritis,1000,A0640186
12122,Generalized oedema,894,A0950442
12123,Coeliac artery compression syndrome,894,A0676311
12124,Blindness both eyes,894,A0879571
12125,Fasciitis not elsewhere classified,816,A0940387
12126,Osteophyte,816,A0759488
12127,Deletion of short arm of chromosome 4,894,A0914638
12128,Examination of eyes and vision,894,A0244205
12129,Need for immunization against arthropod-borne viral encephalitis,894,A1009524
12130,Other congenital malformations of peripheral vascular system,1000,A1028810
12131,Routine and ritual circumcision,894,A1073683
12132,Fitting and adjustment of artificial eye,894,A0553733
12133,Hyperosmolality and hypernatraemia,894,A0962755
12134,Congenital malformation of upper alimentary tract unspecified,894,A0903811
12135,Vaginismus,894,A0000492
12136,Foreign body in colon,894,A0554030
12137,Vitamin B12 deficiency anaemia,1000,A1118311
12138,Vitamin B12 deficiency anaemia unspecified,894,A1118320
12139,Mixed hyperlipidaemia,894,A0745752
12140,Acute hepatitis E,894,A0858263
12141,Liver cell carcinoma,816,A0012823
12142,Heart donor,894,A0957819
12143,Presence of cardiac pacemaker,894,A1055025
12144,Besnier's prurigo,894,A0537527
12145,Flax-dresser's disease,894,A0553788
12146,Acute haemorrhagic gastritis,894,A0639588
12147,Trichilemmal cyst,894,A0012269
12148,Bulimia nervosa,894,A0000087
12149,Eumycetoma,894,A0551837
12150,Cervicocranial syndrome,816,A0243329
12151,Unspecified diabetes mellitus with neurological complications,894,A1112371
12152,Other specified congenital malformations of skin,894,A1033070
12153,Congenital iodine-deficiency syndrome myxoedematous type,894,A0678497
12154,Allergic rhinitis unspecified,894,A0862145
12155,Folliculitis decalvans,894,A0553948
12156,Abnormal findings in specimens from female genital organs abnormal level of enzymes,894,A0852121
12157,Thrombotic microangiopathy,894,A0241888
12158,Megalencephaly,894,A0566908
12159,Dislocation of elbow unspecified,894,A0919073
12160,Fibrothorax,894,A0702493
12161,Spondyloepiphyseal dysplasia,894,A0460454
12162,Kaschin-Beck disease,816,A0009311
12163,Somnolence,894,A0459781
12164,Liver donor,894,A0732654
12165,ABO incompatibility reaction,894,A0289104
12166,Other congenital malformations of upper alimentary tract,1000,A1028859
12167,Compression facies,894,A0543523
12168,Uncongenial work,894,A1110777
12169,Burn and corrosion confined to eye and adnexa,894,A0883142
12170,Burn and corrosion of other internal organs,894,A0883148
12171,Homelessness,894,A0961480
12172,Burn and corrosion of trunk,894,A0883151
12173,Corrosion of eyelid and periocular area,816,A0907697
12174,Infection of amniotic sac and membranes,894,A0968481
12175,Disorder of amniotic fluid and membranes unspecified,894,A0919271
12176,Malignant neoplasm of other and ill-defined digestive organs,894,A0996498
12177,Presence of artificial eye,894,A1055007
12178,Chronic hepatic failure,894,A0896160
12179,Cicatricial alopecia [scarring hair loss],1000,A0896539
12180,Cicatricial alopecia unspecified,894,A0896541
12181,Ulcerative (chronic) proctitis,894,A0813046
12182,Rubella with neurological complications,894,A0267918
12183,Adult hypertrophic pyloric stenosis,894,A0533484
12184,Intracerebral haemorrhage,1000,A0724597
12185,Intracerebral haemorrhage unspecified,894,A0975553
12186,Recurrent oral aphthae,894,A1065283
12187,Hyperplasia of prostate,1000,A0242742
12188,Other bacterial diseases,1154,A0267719
12189,Other bacterial infections of unspecified site,894,A0760251
12190,Developmental odontogenic cysts,894,A0242285
12191,Senile incipient cataract,894,A1081634
12192,Medullary cystic kidney,894,A0265545
12193,Meconium ileus,1000,A0998777
12194,Haemorrhage into co-twin,894,A0956333
12195,During infusion or transfusion,816,A0923125
12196,Bipolar affective disorder current episode mixed,894,A0878613
12197,Dependence on renal dialysis,894,A0915283
12198,Spotted fever due to Rickettsia australis,894,A1090150
12199,Superficial mycosis unspecified,894,A0801849
12200,Cleft hard palate with cleft soft palate,894,A1846850
12201,Medical abortion,1000,A0741888
12202,Congenital iodine-deficiency syndrome,1000,A0678493
12203,Congenital iodine-deficiency syndrome unspecified,894,A0903626
12204,Tuberculosis of bone,816,A0811058
12205,Dorsopathies,1154,A0317686
12206,Dorsopathy unspecified,816,A0921082
12207,Miliaria crystallina,894,A0567603
12208,Thoracic aortic aneurysm without mention of rupture,894,A1103009
12209,Injury unspecified,894,A0971877
12210,Dislocation of wrist,894,A0285614
12211,Myelodysplastic syndromes,1000,A1007321
12212,Myelodysplastic syndrome unspecified,894,A0748548
12213,Lack of food,894,A0244230
12214,Lack of water,894,A0564097
12215,Unspecified privation,894,A1112805
12216,Crushing injury of wrist and hand,1000,A0909890
12217,Pedestrian injured in collision with pedal cycle unspecified whether traffic or nontraffic accident,816,A1043773
12218,Pedestrian injured in collision with car pick-up truck or van unspecified whether traffic or nontraffic accident,816,A1043736
12219,Pedestrian injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident,816,A1043748
12220,Irritant contact dermatitis due to detergents,894,A0976994
12221,Juvenile osteochondrosis of tarsus,816,A0978386
12222,Unspecified contracted kidney,1000,A1112356
12223,Injury of other intra-abdominal organs,894,A0971469
12224,Inflammatory disorders of breast,1000,A0969203
12225,Pulmonary toxoplasmosis,894,A1059768
12226,Juvenile idiopathic scoliosis,816,A0978344
12227,Disturbances in tooth formation,894,A0920205
12228,Injury of cutaneous sensory nerve at lower leg level,894,A0971129
12229,Juvenile arthritis,894,A0726594
12230,Juvenile arthritis unspecified,816,A0978332
12231,Atherosclerosis of arteries of extremities,894,A0871776
12232,Wegener's granulomatosis,894,A0471629
12233,Therapeutic gases,894,A1102496
12234,Renal dysplasia,894,A0283315
12235,Secondary systemic amyloidosis,894,A1080876
12236,Discordant ventriculoarterial connection,894,A0688555
12237,Ocular laceration and rupture with prolapse or loss of intraocular tissue,894,A1020153
12238,Acute disseminated encephalitis,894,A0858149
12239,Rheumatic fever with heart involvement,1000,A0275686
12240,Congenital malformation of integument unspecified,894,A0903734
12241,Clonic hemifacial spasm,894,A0674512
12242,Pilonidal cyst with abscess,894,A0280987
12243,Inappropriate diet and eating habits,894,A0722189
12244,Disruption of perineal obstetric wound,894,A0919862
12245,Nonvenereal syphilis,1000,A1013285
12246,Hypothermia not associated with low environmental temperature,894,A0963217
12247,Systemic disorders of connective tissue in diseases classified elsewhere,1000,A1411811
12248,Symptoms and signs concerning food and fluid intake,1000,A1096858
12249,Secondary malignant neoplasm of ovary,816,A0240346
12250,Psychological abuse,894,A1059316
12251,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,1000,A0950802
12252,Fetus and newborn affected by placenta praevia,894,A0941707
12253,Fetus and newborn affected by maternal use of alcohol,894,A0941637
12254,Bacterial sepsis of newborn,1000,A0875089
12255,Bacterial sepsis of newborn unspecified,894,A0875092
12256,Unspecified visual loss,894,A0241436
12257,Dementia in Alzheimer's disease,1000,A0685198
12258,Dementia in Alzheimer's disease unspecified,894,A0685210
12259,Malignant melanoma of eyelid including canthus,816,A0996255
12260,Rupture of papillary muscle as current complication following acute myocardial infarction,894,A0786560
12261,Disruption of caesarean section wound,894,A0919851
12262,Lymphosarcoma,816,A0082002
12263,Tuboplasty or vasoplasty after previous sterilization,894,A0588931
12264,Drug-induced Cushing's syndrome,894,A0690635
12265,Unspecified sexual dysfunction not caused by organic disorder or disease,894,A1112875
12266,Sexual dysfunction not caused by organic disorder or disease,1000,A1083282
12267,Juvenile rheumatoid arthritis,816,A0978408
12268,Rupture of uterus during labour,894,A1074067
12269,Torsion of ovary ovarian pedicle and fallopian tube,894,A1104431
12270,Congenital single renal cyst,894,A0283311
12271,Hyperimmunoglobulin E [IgE] syndrome,894,A0962689
12272,Persistent hyperplasia of thymus,894,A0240590
12273,Visual field defects,894,A0241418
12274,Enteritis due to Yersinia enterocolitica,894,A0694916
12275,Juvenile polyarthritis (seronegative),816,A0978397
12276,Selective deficiency of immunoglobulin A [IgA],894,A1081342
12277,Necrotizing enterocolitis of fetus and newborn,1000,A1009493
12278,Epicranial subaponeurotic haemorrhage due to birth injury,894,A0929383
12279,Enlarged lymph nodes,1000,A0694736
12280,Enlarged lymph nodes unspecified,894,A0929008
12281,Cercarial dermatitis,894,A0001113
12282,Complications of anaesthesia during the puerperium,1000,A0902312
12283,Complication of anaesthesia during the puerperium unspecified,894,A0902272
12284,Central nervous system complications of anaesthesia during the puerperium,894,A0893021
12285,Cardiac complications of anaesthesia during the puerperium,894,A0891324
12286,Anaphylactic shock unspecified,894,A0863650
12287,Sudden idiopathic hearing loss,894,A1093821
12288,Diverticular disease of intestine,1000,A0920271
12289,Niacin deficiency [pellagra],1000,A1011503
12290,Traumatic amputation of lower leg,1000,A1107212
12291,Pterygium,894,A0005095
